transaction_id,user_id,timestamp,amount,transaction_type,recipient_id,recipient_account_age_days,sender_state,device_id,is_new_device,sim_change_flag,kyc_tier,sender_account_age_days,sender_avg_txn_30d,txn_count_last_1h,txn_count_last_24h,time_since_last_txn_min,is_fraud,fraud_type
T91b78b2f00,U01051,2026-01-01 05:50:44,12301.46,AIRTIME_TOPUP,U00270,1730,Edo,DEV-8e14590a,0,0,3,997,7501.38,1,0,102.37135310762778,0,NONE
T0e90848924,U01094,2026-01-01 05:55:01,2582.71,P2P_TRANSFER,U01988,1957,Delta,DEV-989a7fc7,0,0,2,655,2262.48,0,2,189.4989665431813,0,NONE
T8d433a035b,U00423,2026-01-01 06:13:38,10365.25,AIRTIME_TOPUP,U01355,1202,Kaduna,DEV-4a988f7e,0,0,1,1312,10148.8,0,8,2281.951510383212,0,NONE
Td365611a67,U01486,2026-01-01 06:15:35,13154.95,P2P_TRANSFER,U01886,514,Cross River,DEV-daf4e547,0,0,1,1291,7059.97,0,3,714.1838323503326,0,NONE
Tf94162615b,U00624,2026-01-01 06:26:52,7974.66,MERCHANT_PAYMENT,U01890,615,Enugu,DEV-df5f936d,0,0,1,1069,9646.02,1,4,2282.17609054859,0,NONE
Tae3b999556,U00638,2026-01-01 06:35:22,3142.53,P2P_TRANSFER,U01274,1988,Kano,DEV-0416dda2,0,0,1,1049,4032.16,0,2,1288.7943396882458,0,NONE
Taf88a4f4cd,U01079,2026-01-01 07:08:38,2031.82,MERCHANT_PAYMENT,U00670,1737,Rivers,DEV-f2484e3f,0,0,1,768,2617.37,0,2,892.4040597496237,0,NONE
T2915b7960f,U01486,2026-01-01 07:44:10,7859.32,AIRTIME_TOPUP,U00709,1789,Cross River,DEV-daf4e547,0,0,1,1291,7059.97,0,1,144.93173139012202,0,NONE
T5fca1aa4e6,U01799,2026-01-01 07:57:09,8148.94,P2P_TRANSFER,U01909,1876,Kaduna,DEV-cb9212b4,0,0,1,722,7910.49,0,2,756.6448572179387,0,NONE
Tc4d103e941,U00694,2026-01-01 08:17:01,13524.88,P2P_TRANSFER,U01473,148,Lagos,DEV-ce8a7763,0,0,1,92,12362.58,0,3,544.8163015563556,0,NONE
T08f1d93c62,U01355,2026-01-01 08:19:30,2487.18,P2P_TRANSFER,U00253,586,Anambra,DEV-46f86080,0,0,1,82,1135.42,0,2,178.53109672625743,0,NONE
T3815f7780c,U00556,2026-01-01 08:19:43,850.36,BILL_PAYMENT,U00466,177,Rivers,DEV-d090bcc8,0,0,1,770,1782.39,2,2,121.13800075779864,0,NONE
Te5220c8dd1,U00998,2026-01-01 08:25:36,1240.24,AIRTIME_TOPUP,U01901,1365,Anambra,DEV-bb20eb29,0,0,1,1372,2448.72,1,2,521.2205528031665,0,NONE
T9e57bad9bf,U01874,2026-01-01 08:27:36,2919.72,P2P_TRANSFER,U00381,1343,Ogun,DEV-3519d38c,0,0,1,90,3359.63,0,5,3441.194570370543,0,NONE
Te1227f14e0,U01680,2026-01-01 08:46:03,3160.81,AIRTIME_TOPUP,U00130,1956,Oyo,DEV-bdcbd13e,0,0,1,837,4309.16,0,1,422.36142325510804,0,NONE
Tecd2838deb,U00015,2026-01-01 08:48:58,16516.51,MERCHANT_PAYMENT,U01984,1355,Enugu,DEV-e2764de0,0,0,1,195,8826.67,0,1,710.8370232083593,0,NONE
T34a0e41217,U01204,2026-01-01 08:50:14,17272.68,MERCHANT_PAYMENT,U00098,9,Edo,DEV-569dd219,0,0,2,1367,12397.48,0,0,19.246730675509163,0,NONE
T2b32caa8ad,U01217,2026-01-01 08:57:04,6538.76,CASH_OUT,U00207,1159,Abuja (FCT),DEV-e0617914,0,0,1,1097,15125.24,0,3,259.8970991318185,0,NONE
Tf91847879a,U01086,2026-01-01 09:30:15,7698.84,MERCHANT_PAYMENT,U01906,210,Ondo,DEV-84d49f02,0,0,2,1484,7395.27,0,1,630.2917121189179,0,NONE
Td42300bf42,U01392,2026-01-01 09:37:12,4510.34,CASH_OUT,U01631,488,Ogun,DEV-488b4cc9,0,0,1,779,10029.21,0,2,317.9468467650288,0,NONE
T3a9979450d,U01094,2026-01-01 10:06:43,1864.07,BILL_PAYMENT,U01834,580,Delta,DEV-989a7fc7,0,0,2,655,2262.48,1,3,671.3686855395644,0,NONE
T81aa87e0cb,U00666,2026-01-01 10:08:18,12877.02,BILL_PAYMENT,U00264,1709,Kano,DEV-f59b7478,0,0,2,1476,7729.07,0,2,218.62081963285027,0,NONE
T96ae717c52,U00213,2026-01-01 10:25:02,4081.99,AIRTIME_TOPUP,U00423,261,Cross River,DEV-bdd6b21f,0,0,2,1254,2210.72,0,2,507.2623967277161,0,NONE
Tfaeb796237,U01132,2026-01-01 10:32:15,5315.58,BILL_PAYMENT,U00334,305,Delta,DEV-8faba6a6,0,0,3,695,13231.21,1,3,104.34065358688939,0,NONE
T77ef56e676,U01752,2026-01-01 10:45:09,7814.06,AIRTIME_TOPUP,U01331,6,Delta,DEV-9ea9cf3e,0,0,1,435,4687.47,1,2,3785.3692359812453,0,NONE
T161baff48b,U01671,2026-01-01 10:58:25,16862.89,P2P_TRANSFER,U01622,9,Oyo,DEV-5f308489,0,0,1,1049,11815.79,2,8,29.6597747575072,0,NONE
Tb6dc2619c0,U01397,2026-01-01 10:58:44,3172.95,MERCHANT_PAYMENT,U00376,1892,Abuja (FCT),DEV-8a93944b,0,0,1,781,5124.88,1,2,501.85373081405254,0,NONE
Tfafdd047bf,U00695,2026-01-01 10:59:50,2543.96,P2P_TRANSFER,U01885,1852,Cross River,DEV-79bf5cf8,0,0,3,961,2913.57,0,1,492.03961142522047,0,NONE
Teb12d6f0db,U01920,2026-01-01 11:02:07,6388.35,AIRTIME_TOPUP,U00760,1704,Oyo,DEV-b99d7fed,0,0,1,1036,3679.82,1,2,260.2015834136936,0,NONE
Te8f10fcdd9,U00755,2026-01-01 11:10:39,5418.54,MERCHANT_PAYMENT,U00428,2,Kano,DEV-7dbe63d0,0,0,2,1273,8866.68,0,5,178.44750712761476,0,NONE
T45f386d096,U00509,2026-01-01 11:37:24,9202.34,MERCHANT_PAYMENT,U01374,1575,Rivers,DEV-2fa4724d,0,0,1,1399,11737.8,0,1,651.3278935781598,0,NONE
Tfe5888dc4b,U00562,2026-01-01 11:47:54,311.64,BILL_PAYMENT,U00981,1570,Delta,DEV-e687ca76,0,0,3,657,372.28,2,2,1484.2117231501302,0,NONE
T9f69f9b909,U00546,2026-01-01 11:48:25,90097.96,MERCHANT_PAYMENT,U00688,1643,Kaduna,DEV-26f7de24,0,0,1,201,7296.08,0,2,5.08058664466599,0,NONE
Tb924d9c26e,U01578,2026-01-01 11:55:24,2721.34,P2P_TRANSFER,U00348,82,Delta,DEV-ccaf6b21,0,0,2,1451,3882.0,0,2,8.44657342180346,0,NONE
Tc5d06c63e5,U00156,2026-01-01 11:55:44,2097.3,MERCHANT_PAYMENT,U00820,297,Oyo,DEV-3667846a,0,0,2,1084,1593.23,0,1,542.8768736819621,0,NONE
T9037cbe369,U01640,2026-01-01 11:59:02,5879.83,BILL_PAYMENT,U01355,1201,Lagos,DEV-485f82df,0,0,2,516,4778.02,0,5,84.4659577488323,0,NONE
Tce8c9ff968,U00399,2026-01-01 12:25:35,746.34,AIRTIME_TOPUP,U00869,108,Delta,DEV-eb1a186f,0,0,2,1089,1373.12,0,1,116.29588988575506,0,NONE
T75306d1119,U01282,2026-01-01 12:40:36,2133.76,MERCHANT_PAYMENT,U01216,170,Abuja (FCT),DEV-365065df,0,0,2,550,2621.76,1,2,331.238619775624,0,NONE
Ta54cb119a8,U01240,2026-01-01 12:41:24,1827.89,MERCHANT_PAYMENT,U01764,650,Kano,DEV-ebfdb136,1,0,1,936,1764.29,0,1,527.6954112680179,0,NONE
Tbc73b5ed02,U01022,2026-01-01 13:09:17,8598.81,MERCHANT_PAYMENT,U01072,556,Kano,DEV-9f01bd47,0,0,3,1393,8015.65,1,1,167.78943425684128,0,NONE
T6d92e99871,U01173,2026-01-01 13:11:27,2062.15,P2P_TRANSFER,U01166,1269,Ogun,DEV-999a766f,0,0,1,236,2767.21,0,2,4427.937019356031,0,NONE
Taae8cd3949,U01720,2026-01-01 13:24:30,20507.0,AIRTIME_TOPUP,U00580,512,Ogun,DEV-cd288e28,0,0,1,388,6023.94,0,2,939.0370292650391,0,NONE
T72e5d9c329,U01294,2026-01-01 13:41:30,2037.98,MERCHANT_PAYMENT,U00757,48,Anambra,DEV-55eb757a,0,0,1,22,1442.53,0,1,453.16857439057094,0,NONE
Tf1b70b050e,U01720,2026-01-01 13:55:18,4853.45,AIRTIME_TOPUP,U00519,1055,Ogun,DEV-cd288e28,0,0,1,388,6023.94,0,3,13.389467017880166,0,NONE
Tcacb1d5a8c,U00452,2026-01-01 14:05:35,25361.48,MERCHANT_PAYMENT,U01807,1143,Abuja (FCT),DEV-7be41da1,0,0,1,592,18744.55,0,3,199.7802006134171,0,NONE
T051c191dd6,U00519,2026-01-01 14:09:39,4975.82,AIRTIME_TOPUP,U00109,1330,Oyo,DEV-b35f996f,0,0,2,589,5019.17,0,2,834.3208695738315,0,NONE
Ta9b015c9be,U00948,2026-01-01 14:17:39,507.01,MERCHANT_PAYMENT,U00126,1731,Ondo,DEV-e64902de,0,0,2,515,773.34,0,3,92.59752121196372,0,NONE
T3de6af5e00,U00261,2026-01-01 14:31:40,7340.01,BILL_PAYMENT,U00568,392,Kano,DEV-c7d823dc,0,0,1,1329,7879.79,0,3,1660.2085342878565,0,NONE
T6b582c0181,U00588,2026-01-01 14:43:06,81932.26,P2P_TRANSFER,U01864,521,Rivers,DEV-e78645ee,0,0,2,917,39862.92,1,4,1272.0121420502467,0,NONE
Tba0a7cb8ac,U00178,2026-01-01 14:44:04,4881.36,P2P_TRANSFER,U01639,1911,Edo,DEV-311540cb,0,0,1,557,3039.63,1,2,854.256139636795,0,NONE
T4e336ab297,U00170,2026-01-01 15:26:24,3998.38,AIRTIME_TOPUP,U00031,684,Edo,DEV-c306194c,1,0,2,1229,4618.27,0,2,3440.6728730290874,0,NONE
Tca45a9bea8,U01435,2026-01-01 15:39:01,6377.93,CASH_OUT,U00730,503,Delta,DEV-cee9a469,0,0,3,240,11427.42,1,2,170.65249073007104,0,NONE
T8c858f2aa7,U00138,2026-01-01 16:07:20,22246.66,CASH_OUT,U01239,367,Anambra,DEV-00095d99,0,0,2,252,13901.9,1,4,230.46306082238326,0,NONE
T261d188827,U00430,2026-01-01 16:08:38,6208.95,AIRTIME_TOPUP,U00799,1174,Kano,DEV-0bd5535f,0,1,2,1050,5624.34,0,1,663.4154891454278,0,NONE
T26519fa145,U01819,2026-01-01 16:14:03,4215.14,AIRTIME_TOPUP,U01877,846,Anambra,DEV-5b503b03,0,0,2,1471,4732.8,0,0,62.66773403443789,0,NONE
T8d61fcfdf3,U00032,2026-01-01 16:19:35,20112.05,P2P_TRANSFER,U01533,1376,Delta,DEV-e58e92c6,0,0,2,614,7413.79,0,0,612.4905960319669,0,NONE
T6c10738607,U00000,2026-01-01 16:37:46,8801.66,BILL_PAYMENT,U01964,91,Edo,DEV-077bd873,0,0,2,982,9656.69,1,0,510.4239971302912,0,NONE
T2842143b2a,U00674,2026-01-01 16:37:53,41901.15,MERCHANT_PAYMENT,U00818,1182,Lagos,DEV-ee2a8939,0,0,2,1221,42119.1,1,1,643.7720133017273,0,NONE
Tc654018439,U01944,2026-01-01 16:44:36,2980.98,BILL_PAYMENT,U01376,907,Edo,DEV-0a56a21e,0,0,3,214,1499.48,0,2,2832.2781922716854,0,NONE
T7e9cc6770e,U00135,2026-01-01 16:55:57,13651.55,BILL_PAYMENT,U00586,1346,Kano,DEV-7f76e1b7,0,0,2,1438,8723.54,0,5,26.614928693173116,0,NONE
Tc9bc2d79fb,U01957,2026-01-01 16:59:11,3734.17,P2P_TRANSFER,U00186,1831,Ogun,DEV-e565fa5a,0,0,2,231,4304.6,0,2,165.0174141291131,0,NONE
Tffb7b2347a,U00060,2026-01-01 17:12:46,3079.83,AIRTIME_TOPUP,U01362,5,Anambra,DEV-ae2177d8,1,0,2,15,4260.87,0,1,30.183422185027222,0,NONE
Tcd35954ed7,U01778,2026-01-01 17:17:12,16331.9,BILL_PAYMENT,U01155,1416,Kaduna,DEV-c6100b62,0,0,2,1068,28290.63,0,1,150.77085583273734,0,NONE
T925cf0420e,U01583,2026-01-01 17:26:22,6825.07,AIRTIME_TOPUP,U00989,215,Abuja (FCT),DEV-273f24b7,0,0,1,1494,8761.18,0,1,1051.792740557601,0,NONE
Tf395a126b8,U01949,2026-01-01 17:51:15,13319.85,MERCHANT_PAYMENT,U00379,1136,Lagos,DEV-53d54ef3,0,0,2,486,7376.53,1,3,1061.7058657641817,0,NONE
T24a4a75edc,U01953,2026-01-01 18:08:55,5403.44,BILL_PAYMENT,U01031,1979,Ondo,DEV-77265b47,0,0,2,512,2852.15,0,2,33.02270673756021,0,NONE
T568d2aa3d6,U00548,2026-01-01 18:22:32,3280.44,BILL_PAYMENT,U01214,1625,Cross River,DEV-9a13f9f5,1,0,3,991,2542.6,0,4,630.164816077357,0,NONE
T5aa92a3f74,U00784,2026-01-01 18:41:13,20648.45,AIRTIME_TOPUP,U00242,1808,Enugu,DEV-b23478fa,0,0,2,890,15743.12,1,2,955.7890758420083,0,NONE
T5d975a7652,U01703,2026-01-01 18:58:35,14156.12,P2P_TRANSFER,U01298,1736,Cross River,DEV-e3758b84,0,0,1,127,15518.33,2,1,16.525315162609044,0,NONE
T4a93117ef1,U01225,2026-01-01 19:16:14,4011.38,P2P_TRANSFER,U00008,304,Delta,DEV-a1bf6ece,1,0,3,820,3046.62,0,1,845.0382598950871,0,NONE
Tba3cb6fbe0,U00389,2026-01-01 21:04:29,1800.23,P2P_TRANSFER,U01603,1984,Kano,DEV-702e47c2,0,0,3,703,1726.44,0,1,48.212391158257425,0,NONE
Tb4075f5c09,U00822,2026-01-01 21:33:34,11585.72,P2P_TRANSFER,U01817,1701,Oyo,DEV-b05c9b76,0,0,1,620,5912.77,1,2,48.88314855797261,0,NONE
T3a5c82c9c8,U00821,2026-01-01 22:06:36,1022.14,P2P_TRANSFER,U01150,11,Delta,DEV-8895361a,0,0,3,388,1306.84,0,2,429.93390676755627,0,NONE
T51c9bcf247,U00865,2026-01-01 22:10:05,4117.81,P2P_TRANSFER,U01671,1967,Abuja (FCT),DEV-86754eff,0,0,3,1454,2394.85,0,1,57.541664397925814,0,NONE
Tf195b34818,U01875,2026-01-01 22:16:30,2113.45,P2P_TRANSFER,U01794,52,Rivers,DEV-792d92b3,0,0,1,908,2993.7,1,1,532.603754943582,0,NONE
T6326fdf155,U01805,2026-01-01 22:17:48,13676.95,P2P_TRANSFER,U00256,266,Edo,DEV-f4c29291,0,0,1,1088,7199.91,1,4,46.34610001115116,0,NONE
Tf546d59629,U00314,2026-01-01 22:26:41,62432.3,CASH_OUT,U00689,1658,Kano,DEV-f60e0975,0,0,1,989,22328.85,0,0,521.8817077905314,0,NONE
T54fba00259,U00943,2026-01-01 22:37:09,21980.54,BILL_PAYMENT,U00970,1,Rivers,DEV-f5f4b14a,1,0,1,1308,12084.83,0,1,380.49513254048276,0,NONE
T832832fa0c,U00894,2026-01-01 22:42:55,6555.09,AIRTIME_TOPUP,U01421,1434,Abuja (FCT),DEV-de56c906,0,0,2,185,7287.31,4,6,15.354483072284314,0,NONE
T7a40b9230e,U01344,2026-01-01 22:53:00,3435.5,AIRTIME_TOPUP,U00864,1759,Edo,DEV-6ed148fe,0,0,3,784,4201.69,1,1,141.9621441970595,0,NONE
T6e0b92be15,U01949,2026-01-01 23:15:25,7047.81,BILL_PAYMENT,U00520,1839,Lagos,DEV-53d54ef3,0,0,2,486,7376.53,0,1,749.1375856932757,0,NONE
T85463b8d81,U00569,2026-01-01 23:18:16,12034.25,CASH_OUT,U00540,780,Rivers,DEV-155bc54d,0,0,2,1463,8250.19,1,1,78.67546356676769,0,NONE
T9363721e2b,U01863,2026-01-01 23:23:07,3556.44,P2P_TRANSFER,U00636,662,Cross River,DEV-45edc4c8,0,0,2,1003,3768.02,0,3,61.03164388144358,0,NONE
T8d60781a98,U00640,2026-01-01 23:39:28,3107.03,AIRTIME_TOPUP,U01957,1404,Cross River,DEV-220b81e4,0,0,2,1261,5046.66,0,3,69.15202981304893,0,NONE
T51221d760f,U00365,2026-01-01 23:47:01,5042.67,P2P_TRANSFER,U01001,1023,Anambra,DEV-be3e3b80,0,0,1,814,3712.38,0,3,57.31551858970803,0,NONE
Te6a5541214,U01645,2026-01-02 00:01:16,6730.22,CASH_OUT,U01390,1795,Cross River,DEV-2e7695e8,0,0,2,383,8224.61,1,1,685.0091969351433,0,NONE
T79abf10b71,U00729,2026-01-02 00:04:11,2776.69,BILL_PAYMENT,U01881,1327,Delta,DEV-1df6e2d0,0,0,2,648,3666.06,0,0,646.8407896685673,0,NONE
Tb453f0812b,U01895,2026-01-02 00:19:04,70561.74,AIRTIME_TOPUP,U01914,992,Delta,DEV-715f3a94,0,0,1,414,47507.26,0,3,1910.954363917066,0,NONE
Td8d21d900c,U01158,2026-01-02 00:32:02,7269.8,P2P_TRANSFER,U00855,1787,Abuja (FCT),DEV-4bb5bf64,0,0,3,832,5505.75,0,5,443.1981385310579,0,NONE
Tf0e3bbef73,U00289,2026-01-02 00:46:43,1862.69,AIRTIME_TOPUP,U00815,307,Cross River,DEV-e2341275,0,0,2,577,2165.66,0,1,347.75129669884785,0,NONE
T8b35ae82fd,U01242,2026-01-02 00:50:11,21984.28,CASH_OUT,U00556,655,Kaduna,DEV-45076e47,0,0,1,1038,14194.44,0,2,169.01153974813033,0,NONE
Tb17eaf24b1,U01620,2026-01-02 01:00:37,4140.76,P2P_TRANSFER,U01749,1274,Kaduna,DEV-c8eab186,0,0,2,1320,3735.25,1,0,470.142655464902,0,NONE
T7d57bb28ba,U00315,2026-01-02 01:02:30,212846.62,BILL_PAYMENT,U01845,366,Anambra,DEV-d93ac0df,0,0,2,1088,16702.25,0,2,1299.5318591222097,0,NONE
T20cef695b8,U00593,2026-01-02 01:08:52,28255.06,P2P_TRANSFER,U01311,693,Anambra,DEV-c88f43f0,0,0,2,957,24508.78,0,1,990.1134945217709,0,NONE
T41caece2cc,U01233,2026-01-02 01:29:41,4814.33,MERCHANT_PAYMENT,U01485,188,Anambra,DEV-dc999f79,0,0,1,280,4508.43,0,1,306.65195924683235,0,NONE
Tc52a989b42,U01228,2026-01-02 01:31:22,3032.35,BILL_PAYMENT,U01206,232,Rivers,DEV-3322645c,0,1,1,928,3010.23,0,2,17.764820415261234,0,NONE
T695971433d,U01098,2026-01-02 01:36:37,57535.68,MERCHANT_PAYMENT,U00146,1598,Enugu,DEV-8bfc9844,0,0,3,427,4438.1,0,0,368.6186574479392,0,NONE
T89f86b1f7f,U00201,2026-01-02 01:40:08,3624.25,AIRTIME_TOPUP,U01899,671,Kaduna,DEV-dfcc9f8d,1,0,2,174,6835.45,1,1,2418.6988215491174,0,NONE
T5485b724bd,U00631,2026-01-02 01:42:23,32151.13,MERCHANT_PAYMENT,U00982,1262,Ondo,DEV-457f155a,0,0,3,293,3537.15,0,4,311.0387320806144,0,NONE
T35da2b1f16,U00908,2026-01-02 01:45:22,1805.33,P2P_TRANSFER,U01536,1513,Edo,DEV-cd5247ad,0,0,3,248,1402.06,0,1,1004.8607012455916,0,NONE
T1194db65c1,U00969,2026-01-02 01:58:57,751.66,AIRTIME_TOPUP,U01051,1797,Anambra,DEV-2a1ee14f,0,0,2,241,2211.18,2,2,1837.2738595827332,0,NONE
Td3880b4b6b,U00265,2026-01-02 02:04:08,7864.9,P2P_TRANSFER,U00835,522,Ogun,DEV-a4f9d548,0,0,1,862,3458.47,0,1,435.555990617616,0,NONE
Tb80e3c2b2d,U00323,2026-01-02 02:32:47,2080.51,CASH_OUT,U00615,699,Ogun,DEV-51ca0d0f,0,0,1,933,1595.14,1,2,562.2744114779761,0,NONE
T54a52fa628,U01650,2026-01-02 02:35:56,3571.48,CASH_OUT,U01682,1436,Anambra,DEV-0354f165,0,0,1,997,7142.03,1,2,899.266927006331,0,NONE
T00221f71ee,U01404,2026-01-02 02:44:25,15500.97,AIRTIME_TOPUP,U01582,256,Lagos,DEV-2b8ca7c6,0,0,1,512,9847.67,0,2,54.46507825334846,0,NONE
Tc51af751a8,U01244,2026-01-02 03:06:36,2225.64,BILL_PAYMENT,U01950,315,Cross River,DEV-21143b17,0,0,1,107,4933.08,0,5,927.6317188966825,0,NONE
T20b149f4f6,U01663,2026-01-02 03:31:13,6133.72,AIRTIME_TOPUP,U01309,592,Oyo,DEV-da70ca91,1,0,2,122,10259.31,1,2,265.55612884762627,0,NONE
Ta9f04de4cb,U01928,2026-01-02 03:35:41,6698.22,AIRTIME_TOPUP,U00859,1533,Cross River,DEV-5b44cf44,0,0,1,1404,9680.71,1,1,204.41643201287582,0,NONE
T644849145d,U00985,2026-01-02 03:39:42,1775.31,BILL_PAYMENT,U01612,1539,Cross River,DEV-bd09fe45,0,0,1,508,3950.68,0,3,149.0756427481055,0,NONE
T0c1e84806e,U01546,2026-01-02 03:44:23,6670.76,P2P_TRANSFER,U01253,826,Anambra,DEV-d903fe92,0,0,1,819,6252.81,1,5,745.5074212304704,0,NONE
T632cd91e16,U01730,2026-01-02 04:40:40,5942.92,MERCHANT_PAYMENT,U00062,953,Anambra,DEV-995bc87f,0,0,1,1133,6390.91,0,4,117.0247428777861,0,NONE
T49424861de,U00452,2026-01-02 04:49:42,31076.29,BILL_PAYMENT,U00548,1519,Abuja (FCT),DEV-7be41da1,0,0,1,592,18744.55,0,1,1225.4696939900243,0,NONE
T62fe007703,U00426,2026-01-02 04:50:09,2875.64,MERCHANT_PAYMENT,U01833,333,Rivers,DEV-4dc9853d,0,0,1,1213,3029.35,0,1,248.11570710628578,0,NONE
Ta00dccf228,U00908,2026-01-02 04:57:34,3082.09,P2P_TRANSFER,U01515,1397,Edo,DEV-cd5247ad,0,0,3,248,1402.06,1,2,630.0208327082709,0,NONE
T530dba295e,U01242,2026-01-02 04:58:40,35498.8,AIRTIME_TOPUP,U01133,1876,Kaduna,DEV-45076e47,0,0,1,1038,14194.44,1,3,738.1047636122947,0,NONE
