transaction_id,user_id,timestamp,amount,amount_zscore_user,amount_vs_user_avg_ratio,kyc_tier,sender_account_age_days,recipient_account_age_days,is_new_recipient,is_very_new_recipient_and_large_amount,recipient_txn_count_last_24h,recipient_unique_senders_last_24h,is_new_device,sim_change_flag,sender_state_change_flag,txn_count_last_1h,txn_count_last_24h,txn_count_last_7d,time_since_last_txn_min,hour_of_day,day_of_week,is_odd_hour,txn_type_AIRTIME_TOPUP,txn_type_BILL_PAYMENT,txn_type_CASH_OUT,txn_type_MERCHANT_PAYMENT,txn_type_P2P_TRANSFER,is_fraud,fraud_type
T4e43752259,U00871,2026-01-01 05:16:20,6509.57,0.0,1.1810479181521458,1,897,364,0,0,0,0,0,0,0,0,0,0,413.2619640689693,5,3,0,True,False,False,False,False,0,NONE
T9b10cf526b,U01412,2026-01-01 05:25:09,8405.56,0.0,1.6821852341794061,2,783,596,0,0,0,0,0,0,0,0,2,0,347.29020053142324,5,3,0,False,False,False,True,False,0,NONE
Taff43cc620,U00956,2026-01-01 05:38:07,2339.69,0.0,0.6536469391860179,2,1363,1511,0,0,0,0,0,0,0,1,0,0,1664.991386453992,5,3,0,False,True,False,False,False,0,NONE
Tc55bab692a,U01546,2026-01-01 05:40:42,9637.22,0.0,1.5412622484930774,1,819,586,0,0,0,0,0,0,0,0,1,0,138.5636737993574,5,3,0,False,False,False,False,True,0,NONE
T10f1788fbc,U00997,2026-01-01 05:50:36,2914.04,0.0,0.6814347816936486,2,146,1326,0,0,0,0,0,0,0,0,2,0,250.32519858342988,5,3,0,False,False,False,False,True,0,NONE
T91b78b2f00,U01051,2026-01-01 05:50:44,12301.46,0.0,1.6398929263682147,3,997,1730,0,0,0,0,0,0,0,1,0,0,102.37135310762778,5,3,0,True,False,False,False,False,0,NONE
T0e90848924,U01094,2026-01-01 05:55:01,2582.71,0.0,1.1415393727237368,2,655,1957,0,0,0,0,0,0,0,0,2,0,189.4989665431813,5,3,0,False,False,False,False,True,0,NONE
T8d433a035b,U00423,2026-01-01 06:13:38,10365.25,0.0,1.0213276446476431,1,1312,1202,0,0,0,0,0,0,0,0,8,0,2281.951510383212,6,3,0,True,False,False,False,False,0,NONE
Td365611a67,U01486,2026-01-01 06:15:35,13154.95,0.0,1.8633152832094189,1,1291,514,0,0,0,0,0,0,0,0,3,0,714.1838323503326,6,3,0,False,False,False,False,True,0,NONE
Tf94162615b,U00624,2026-01-01 06:26:52,7974.66,0.0,0.8267306101376526,1,1069,615,0,0,0,0,0,0,0,1,4,0,2282.17609054859,6,3,0,False,False,False,True,False,0,NONE
Tae3b999556,U00638,2026-01-01 06:35:22,3142.53,0.0,0.7793663941907067,1,1049,1988,0,0,0,0,0,0,0,0,2,0,1288.7943396882458,6,3,0,False,False,False,False,True,0,NONE
Taf88a4f4cd,U01079,2026-01-01 07:08:38,2031.82,0.0,0.7762830627691155,1,768,1737,0,0,0,0,0,0,0,0,2,0,892.4040597496237,7,3,0,False,False,False,True,False,0,NONE
T2915b7960f,U01486,2026-01-01 07:44:10,7859.32,0.0,1.1132228607203714,1,1291,1789,0,0,0,0,0,0,0,0,1,1,144.93173139012202,7,3,0,True,False,False,False,False,0,NONE
T5fca1aa4e6,U01799,2026-01-01 07:57:09,8148.94,0.0,1.0301435182902703,1,722,1876,0,0,0,0,0,0,0,0,2,0,756.6448572179387,7,3,0,False,False,False,False,True,0,NONE
Tc4d103e941,U00694,2026-01-01 08:17:01,13524.88,0.0,1.0940175917971815,1,92,148,0,0,0,0,0,0,0,0,3,0,544.8163015563556,8,3,0,False,False,False,False,True,0,NONE
T08f1d93c62,U01355,2026-01-01 08:19:30,2487.18,0.0,2.1905374222754572,1,82,586,0,0,0,0,0,0,0,0,2,0,178.53109672625743,8,3,0,False,False,False,False,True,0,NONE
T3815f7780c,U00556,2026-01-01 08:19:43,850.36,0.0,0.4770897502791196,1,770,177,0,0,0,0,0,0,0,2,2,0,121.13800075779864,8,3,0,False,True,False,False,False,0,NONE
Te5220c8dd1,U00998,2026-01-01 08:25:36,1240.24,0.0,0.5064850207455324,1,1372,1365,0,0,0,0,0,0,0,1,2,0,521.2205528031665,8,3,0,True,False,False,False,False,0,NONE
T9e57bad9bf,U01874,2026-01-01 08:27:36,2919.72,0.0,0.8690599857722426,1,90,1343,0,0,0,0,0,0,0,0,5,0,3441.194570370543,8,3,0,False,False,False,False,True,0,NONE
Te1227f14e0,U01680,2026-01-01 08:46:03,3160.81,0.0,0.733509547104308,1,837,1956,0,0,0,0,0,0,0,0,1,0,422.361423255108,8,3,0,True,False,False,False,False,0,NONE
Tecd2838deb,U00015,2026-01-01 08:48:58,16516.51,0.0,1.8712051090615145,1,195,1355,0,0,0,0,0,0,0,0,1,0,710.8370232083593,8,3,0,False,False,False,True,False,0,NONE
T34a0e41217,U01204,2026-01-01 08:50:14,17272.68,0.0,1.3932412070840203,2,1367,9,0,0,0,0,0,0,0,0,0,0,19.246730675509163,8,3,0,False,False,False,True,False,0,NONE
T2b32caa8ad,U01217,2026-01-01 08:57:04,6538.76,0.0,0.43230785098286045,1,1097,1159,0,0,0,0,0,0,0,0,3,0,259.8970991318185,8,3,0,False,False,True,False,False,0,NONE
Tf91847879a,U01086,2026-01-01 09:30:15,7698.84,0.0,1.0410492111849872,2,1484,210,0,0,0,0,0,0,0,0,1,0,630.2917121189179,9,3,0,False,False,False,True,False,0,NONE
Td42300bf42,U01392,2026-01-01 09:37:12,4510.34,0.0,0.44972036680855226,1,779,488,0,0,0,0,0,0,0,0,2,0,317.9468467650288,9,3,0,False,False,True,False,False,0,NONE
T3a9979450d,U01094,2026-01-01 10:06:43,1864.07,0.0,0.8239056256850888,2,655,580,0,0,0,0,0,0,0,1,3,1,671.3686855395644,10,3,0,False,True,False,False,False,0,NONE
T81aa87e0cb,U00666,2026-01-01 10:08:18,12877.02,0.0,1.6660503786354635,2,1476,1709,0,0,0,0,0,0,0,0,2,0,218.62081963285027,10,3,0,False,True,False,False,False,0,NONE
T96ae717c52,U00213,2026-01-01 10:25:02,4081.99,0.0,1.846452739379026,2,1254,261,0,0,0,0,0,0,0,0,2,0,507.2623967277161,10,3,0,True,False,False,False,False,0,NONE
Tfaeb796237,U01132,2026-01-01 10:32:15,5315.58,0.0,0.40174556975514714,3,695,305,0,0,0,0,0,0,0,1,3,0,104.3406535868894,10,3,0,False,True,False,False,False,0,NONE
T77ef56e676,U01752,2026-01-01 10:45:09,7814.06,0.0,1.667010135531534,1,435,6,0,0,0,0,0,0,0,1,2,0,3785.369235981245,10,3,0,True,False,False,False,False,0,NONE
T161baff48b,U01671,2026-01-01 10:58:25,16862.89,0.0,1.4271487560290086,1,1049,9,0,0,0,0,0,0,0,2,8,0,29.6597747575072,10,3,0,False,False,False,False,True,0,NONE
Tb6dc2619c0,U01397,2026-01-01 10:58:44,3172.95,0.0,0.6191266917469287,1,781,1892,0,0,0,0,0,0,0,1,2,0,501.8537308140525,10,3,0,False,False,False,True,False,0,NONE
Tfafdd047bf,U00695,2026-01-01 10:59:50,2543.96,0.0,0.8731418843549322,3,961,1852,0,0,0,0,0,0,0,0,1,0,492.03961142522047,10,3,0,False,False,False,False,True,0,NONE
Teb12d6f0db,U01920,2026-01-01 11:02:07,6388.35,0.0,1.7360495893820893,1,1036,1704,0,0,0,0,0,0,0,1,2,0,260.2015834136936,11,3,0,True,False,False,False,False,0,NONE
Te8f10fcdd9,U00755,2026-01-01 11:10:39,5418.54,0.0,0.6111126148682483,2,1273,2,1,0,0,0,0,0,0,0,5,0,178.44750712761476,11,3,0,False,False,False,True,False,0,NONE
T45f386d096,U00509,2026-01-01 11:37:24,9202.34,0.0,0.7839918894511749,1,1399,1575,0,0,0,0,0,0,0,0,1,0,651.3278935781598,11,3,0,False,False,False,True,False,0,NONE
Tfe5888dc4b,U00562,2026-01-01 11:47:54,311.64,0.0,0.8371118512947244,3,657,1570,0,0,0,0,0,0,0,2,2,0,1484.2117231501302,11,3,0,False,True,False,False,False,0,NONE
T9f69f9b909,U00546,2026-01-01 11:48:25,90097.96,0.0,12.348817447177115,1,201,1643,0,0,0,0,0,0,0,0,2,0,5.08058664466599,11,3,0,False,False,False,True,False,0,NONE
Tb924d9c26e,U01578,2026-01-01 11:55:24,2721.34,0.0,0.7010149407521896,2,1451,82,0,0,0,0,0,0,0,0,2,0,8.44657342180346,11,3,0,False,False,False,False,True,0,NONE
Tc5d06c63e5,U00156,2026-01-01 11:55:44,2097.3,0.0,1.3163824432128444,2,1084,297,0,0,0,0,0,0,0,0,1,0,542.8768736819621,11,3,0,False,False,False,True,False,0,NONE
T9037cbe369,U01640,2026-01-01 11:59:02,5879.83,0.0,1.2305997044800983,2,516,1201,0,0,1,1,0,0,0,0,5,0,84.4659577488323,11,3,0,False,True,False,False,False,0,NONE
Tce8c9ff968,U00399,2026-01-01 12:25:35,746.34,0.0,0.5435358890701469,2,1089,108,0,0,0,0,0,0,0,0,1,0,116.29588988575506,12,3,0,True,False,False,False,False,0,NONE
T75306d1119,U01282,2026-01-01 12:40:36,2133.76,0.0,0.8138654949347004,2,550,170,0,0,0,0,0,0,0,1,2,0,331.238619775624,12,3,0,False,False,False,True,False,0,NONE
Ta54cb119a8,U01240,2026-01-01 12:41:24,1827.89,0.0,1.036048495428756,1,936,650,0,0,0,0,1,0,0,0,1,0,527.6954112680179,12,3,0,False,False,False,True,False,0,NONE
Tbc73b5ed02,U01022,2026-01-01 13:09:17,8598.81,0.0,1.0727526775744949,3,1393,556,0,0,1,1,0,0,0,1,1,0,167.78943425684128,13,3,0,False,False,False,True,False,0,NONE
T6d92e99871,U01173,2026-01-01 13:11:27,2062.15,0.0,0.7452090733988386,1,236,1269,0,0,1,1,0,0,0,0,2,0,4427.937019356031,13,3,0,False,False,False,False,True,0,NONE
Taae8cd3949,U01720,2026-01-01 13:24:30,20507.0,0.0,3.404250374339718,1,388,512,0,0,0,0,0,0,0,0,2,0,939.0370292650392,13,3,0,True,False,False,False,False,0,NONE
T72e5d9c329,U01294,2026-01-01 13:41:30,2037.98,0.0,1.4127817099124456,1,22,48,0,0,0,0,0,0,0,0,1,0,453.1685743905709,13,3,0,False,False,False,True,False,0,NONE
Tf1b70b050e,U01720,2026-01-01 13:55:18,4853.45,0.0,0.8056936158062663,1,388,1055,0,0,0,0,0,0,0,0,3,1,13.389467017880166,13,3,0,True,False,False,False,False,0,NONE
Tcacb1d5a8c,U00452,2026-01-01 14:05:35,25361.48,0.0,1.3530055402770405,1,592,1143,0,0,0,0,0,0,0,0,3,0,199.7802006134171,14,3,0,False,False,False,True,False,0,NONE
T051c191dd6,U00519,2026-01-01 14:09:39,4975.82,0.0,0.9913631138216079,2,589,1330,0,0,0,0,0,0,0,0,2,0,834.3208695738315,14,3,0,True,False,False,False,False,0,NONE
Ta9b015c9be,U00948,2026-01-01 14:17:39,507.01,0.0,0.6556107274937285,2,515,1731,0,0,0,0,0,0,0,0,3,0,92.59752121196372,14,3,0,False,False,False,True,False,0,NONE
T3de6af5e00,U00261,2026-01-01 14:31:40,7340.01,0.0,0.9314981744437352,1,1329,392,0,0,0,0,0,0,0,0,3,0,1660.2085342878563,14,3,0,False,True,False,False,False,0,NONE
T6b582c0181,U00588,2026-01-01 14:43:06,81932.26,0.0,2.0553501850842837,2,917,521,0,0,0,0,0,0,0,1,4,0,1272.012142050247,14,3,0,False,False,False,False,True,0,NONE
Tba0a7cb8ac,U00178,2026-01-01 14:44:04,4881.36,0.0,1.6059059819780694,1,557,1911,0,0,0,0,0,0,0,1,2,0,854.256139636795,14,3,0,False,False,False,False,True,0,NONE
T4e336ab297,U00170,2026-01-01 15:26:24,3998.38,0.0,0.8657744133625794,2,1229,684,0,0,0,0,1,0,0,0,2,0,3440.6728730290874,15,3,0,True,False,False,False,False,0,NONE
Tca45a9bea8,U01435,2026-01-01 15:39:01,6377.93,0.0,0.55812510610444,3,240,503,0,0,0,0,0,0,0,1,2,0,170.65249073007104,15,3,0,False,False,True,False,False,0,NONE
T8c858f2aa7,U00138,2026-01-01 16:07:20,22246.66,0.0,1.60026039606097,2,252,367,0,0,0,0,0,0,0,1,4,0,230.46306082238328,16,3,0,False,False,True,False,False,0,NONE
T261d188827,U00430,2026-01-01 16:08:38,6208.95,0.0,1.1039428626292151,2,1050,1174,0,0,0,0,0,1,0,0,1,0,663.4154891454278,16,3,0,True,False,False,False,False,0,NONE
T26519fa145,U01819,2026-01-01 16:14:03,4215.14,0.0,0.8906228870858689,2,1471,846,0,0,0,0,0,0,0,0,0,0,62.66773403443789,16,3,0,True,False,False,False,False,0,NONE
T8d61fcfdf3,U00032,2026-01-01 16:19:35,20112.05,0.0,2.712789275121092,2,614,1376,0,0,0,0,0,0,0,0,0,0,612.4905960319669,16,3,0,False,False,False,False,True,0,NONE
T6c10738607,U00000,2026-01-01 16:37:46,8801.66,0.0,0.9114572384533416,2,982,91,0,0,0,0,0,0,0,1,0,0,510.4239971302912,16,3,0,False,True,False,False,False,0,NONE
T2842143b2a,U00674,2026-01-01 16:37:53,41901.15,0.0,0.9948253880068663,2,1221,1182,0,0,0,0,0,0,0,1,1,0,643.7720133017273,16,3,0,False,False,False,True,False,0,NONE
Tc654018439,U01944,2026-01-01 16:44:36,2980.98,0.0,1.9880091765145251,3,214,907,0,0,0,0,0,0,0,0,2,0,2832.2781922716854,16,3,0,False,True,False,False,False,0,NONE
T7e9cc6770e,U00135,2026-01-01 16:55:57,13651.55,0.0,1.564909428970349,2,1438,1346,0,0,0,0,0,0,0,0,5,0,26.61492869317312,16,3,0,False,True,False,False,False,0,NONE
Tc9bc2d79fb,U01957,2026-01-01 16:59:11,3734.17,0.0,0.8674836221716303,2,231,1831,0,0,0,0,0,0,0,0,2,0,165.0174141291131,16,3,0,False,False,False,False,True,0,NONE
Tffb7b2347a,U00060,2026-01-01 17:12:46,3079.83,0.0,0.722817171141105,2,15,5,0,0,0,0,1,0,0,0,1,0,30.183422185027226,17,3,0,True,False,False,False,False,0,NONE
Tcd35954ed7,U01778,2026-01-01 17:17:12,16331.9,0.0,0.5772900780222993,2,1068,1416,0,0,0,0,0,0,0,0,1,0,150.77085583273734,17,3,0,False,True,False,False,False,0,NONE
T925cf0420e,U01583,2026-01-01 17:26:22,6825.07,0.0,0.7790126444154782,1,1494,215,0,0,0,0,0,0,0,0,1,0,1051.792740557601,17,3,0,True,False,False,False,False,0,NONE
Tf395a126b8,U01949,2026-01-01 17:51:15,13319.85,0.0,1.80570674829493,2,486,1136,0,0,0,0,0,0,0,1,3,0,1061.7058657641817,17,3,0,False,False,False,True,False,0,NONE
T24a4a75edc,U01953,2026-01-01 18:08:55,5403.44,0.0,1.894514664375997,2,512,1979,0,0,0,0,0,0,0,0,2,0,33.02270673756021,18,3,0,False,True,False,False,False,0,NONE
T568d2aa3d6,U00548,2026-01-01 18:22:32,3280.44,0.0,1.2901911429245654,3,991,1625,0,0,0,0,1,0,0,0,4,0,630.164816077357,18,3,0,False,True,False,False,False,0,NONE
T5aa92a3f74,U00784,2026-01-01 18:41:13,20648.45,0.0,1.31158563232701,2,890,1808,0,0,0,0,0,0,0,1,2,0,955.7890758420084,18,3,0,True,False,False,False,False,0,NONE
T5d975a7652,U01703,2026-01-01 18:58:35,14156.12,0.0,0.9122192916376957,1,127,1736,0,0,0,0,0,0,0,2,1,0,16.525315162609044,18,3,0,False,False,False,False,True,0,NONE
T4a93117ef1,U01225,2026-01-01 19:16:14,4011.38,0.0,1.3166656819688705,3,820,304,0,0,0,0,1,0,0,0,1,0,845.0382598950871,19,3,0,False,False,False,False,True,0,NONE
Tba3cb6fbe0,U00389,2026-01-01 21:04:29,1800.23,0.0,1.0427411320404996,3,703,1984,0,0,0,0,0,0,0,0,1,0,48.21239115825743,21,3,0,False,False,False,False,True,0,NONE
Tb4075f5c09,U00822,2026-01-01 21:33:34,11585.72,0.0,1.959440329997615,1,620,1701,0,0,0,0,0,0,0,1,2,0,48.88314855797261,21,3,0,False,False,False,False,True,0,NONE
T3a5c82c9c8,U00821,2026-01-01 22:06:36,1022.14,0.0,0.7821462459061553,3,388,11,0,0,0,0,0,0,0,0,2,0,429.93390676755627,22,3,0,False,False,False,False,True,0,NONE
T51c9bcf247,U00865,2026-01-01 22:10:05,4117.81,0.0,1.7194438065014512,3,1454,1967,0,0,0,0,0,0,0,0,1,0,57.54166439792581,22,3,0,False,False,False,False,True,0,NONE
Tf195b34818,U01875,2026-01-01 22:16:30,2113.45,0.0,0.7059658616427832,1,908,52,0,0,0,0,0,0,0,1,1,0,532.603754943582,22,3,0,False,False,False,False,True,0,NONE
T6326fdf155,U01805,2026-01-01 22:17:48,13676.95,0.0,1.8996001338905626,1,1088,266,0,0,0,0,0,0,0,1,4,0,46.34610001115116,22,3,0,False,False,False,False,True,0,NONE
Tf546d59629,U00314,2026-01-01 22:26:41,62432.3,0.0,2.796037413480766,1,989,1658,0,0,0,0,0,0,0,0,0,0,521.8817077905314,22,3,0,False,False,True,False,False,0,NONE
T54fba00259,U00943,2026-01-01 22:37:09,21980.54,0.0,1.8188538854084004,1,1308,1,1,0,0,0,1,0,0,0,1,0,380.4951325404828,22,3,0,False,True,False,False,False,0,NONE
T832832fa0c,U00894,2026-01-01 22:42:55,6555.09,0.0,0.8995212225087171,2,185,1434,0,0,0,0,0,0,0,4,6,0,15.354483072284314,22,3,0,True,False,False,False,False,0,NONE
T7a40b9230e,U01344,2026-01-01 22:53:00,3435.5,0.0,0.8176471848232497,3,784,1759,0,0,0,0,0,0,0,1,1,0,141.9621441970595,22,3,0,True,False,False,False,False,0,NONE
T6e0b92be15,U01949,2026-01-01 23:15:25,7047.81,0.0,0.9554370415357899,2,486,1839,0,0,0,0,0,0,0,0,1,1,749.1375856932757,23,3,0,False,True,False,False,False,0,NONE
T85463b8d81,U00569,2026-01-01 23:18:16,12034.25,0.0,1.4586633762373957,2,1463,780,0,0,0,0,0,0,0,1,1,0,78.67546356676769,23,3,0,False,False,True,False,False,0,NONE
T9363721e2b,U01863,2026-01-01 23:23:07,3556.44,0.0,0.9438484933731774,2,1003,662,0,0,0,0,0,0,0,0,3,0,61.03164388144358,23,3,0,False,False,False,False,True,0,NONE
T8d60781a98,U00640,2026-01-01 23:39:28,3107.03,0.0,0.6156606547696893,2,1261,1404,0,0,0,0,0,0,0,0,3,0,69.15202981304893,23,3,0,True,False,False,False,False,0,NONE
T51221d760f,U00365,2026-01-01 23:47:01,5042.67,0.0,1.3583388553973461,1,814,1023,0,0,0,0,0,0,0,0,3,0,57.31551858970803,23,3,0,False,False,False,False,True,0,NONE
Te6a5541214,U01645,2026-01-02 00:01:16,6730.22,0.0,0.8183026307630392,2,383,1795,0,0,0,0,0,0,0,1,1,0,685.0091969351433,0,4,1,False,False,True,False,False,0,NONE
T79abf10b71,U00729,2026-01-02 00:04:11,2776.69,0.0,0.7574044069109617,2,648,1327,0,0,0,0,0,0,0,0,0,1,646.8407896685673,0,4,1,False,True,False,False,False,0,NONE
Tb453f0812b,U01895,2026-01-02 00:19:04,70561.74,0.0,1.4852833019626894,1,414,992,0,0,0,0,0,0,0,0,3,0,1910.954363917066,0,4,1,True,False,False,False,False,0,NONE
Td8d21d900c,U01158,2026-01-02 00:32:02,7269.8,0.0,1.3204013985378922,3,832,1787,0,0,0,0,0,0,0,0,5,0,443.1981385310579,0,4,1,False,False,False,False,True,0,NONE
Tf0e3bbef73,U00289,2026-01-02 00:46:43,1862.69,0.0,0.8601026938669968,2,577,307,0,0,0,0,0,0,0,0,1,0,347.75129669884785,0,4,1,True,False,False,False,False,0,NONE
T8b35ae82fd,U01242,2026-01-02 00:50:11,21984.28,0.0,1.5487951620493656,1,1038,655,0,0,0,0,0,0,0,0,2,0,169.01153974813033,0,4,1,False,False,True,False,False,0,NONE
Tb17eaf24b1,U01620,2026-01-02 01:00:37,4140.76,0.0,1.1085630145237937,2,1320,1274,0,0,0,0,0,0,0,1,0,0,470.142655464902,1,4,1,False,False,False,False,True,0,NONE
T7d57bb28ba,U00315,2026-01-02 01:02:30,212846.62,0.0,12.743589636126869,2,1088,366,0,0,0,0,0,0,0,0,2,0,1299.5318591222097,1,4,1,False,True,False,False,False,0,NONE
T20cef695b8,U00593,2026-01-02 01:08:52,28255.06,0.0,1.152854609654173,2,957,693,0,0,0,0,0,0,0,0,1,0,990.1134945217708,1,4,1,False,False,False,False,True,0,NONE
T41caece2cc,U01233,2026-01-02 01:29:41,4814.33,0.0,1.0678506708543771,1,280,188,0,0,0,0,0,0,0,0,1,0,306.65195924683235,1,4,1,False,False,False,True,False,0,NONE
Tc52a989b42,U01228,2026-01-02 01:31:22,3032.35,0.0,1.0073482757131516,1,928,232,0,0,0,0,0,1,0,0,2,0,17.764820415261234,1,4,1,False,True,False,False,False,0,NONE
T695971433d,U01098,2026-01-02 01:36:37,57535.68,0.0,12.964034158761631,3,427,1598,0,0,0,0,0,0,0,0,0,0,368.6186574479392,1,4,1,False,False,False,True,False,0,NONE
T89f86b1f7f,U00201,2026-01-02 01:40:08,3624.25,0.0,0.5302138118192657,2,174,671,0,0,0,0,1,0,0,1,1,0,2418.6988215491174,1,4,1,True,False,False,False,False,0,NONE
T5485b724bd,U00631,2026-01-02 01:42:23,32151.13,0.0,9.089557977467736,3,293,1262,0,0,0,0,0,0,0,0,4,0,311.0387320806144,1,4,1,False,False,False,True,False,0,NONE
T35da2b1f16,U00908,2026-01-02 01:45:22,1805.33,0.0,1.2876267777413235,3,248,1513,0,0,0,0,0,0,0,0,1,0,1004.8607012455916,1,4,1,False,False,False,False,True,0,NONE
T1194db65c1,U00969,2026-01-02 01:58:57,751.66,0.0,0.33993614269304173,2,241,1797,0,0,0,0,0,0,0,2,2,0,1837.2738595827327,1,4,1,True,False,False,False,False,0,NONE
Td3880b4b6b,U00265,2026-01-02 02:04:08,7864.9,0.0,2.2740980838347595,1,862,522,0,0,0,0,0,0,0,0,1,0,435.555990617616,2,4,1,False,False,False,False,True,0,NONE
Tb80e3c2b2d,U00323,2026-01-02 02:32:47,2080.51,0.0,1.3042805020249006,1,933,699,0,0,0,0,0,0,0,1,2,0,562.2744114779761,2,4,1,False,False,True,False,False,0,NONE
T54a52fa628,U01650,2026-01-02 02:35:56,3571.48,0.0,0.5000651075394531,1,997,1436,0,0,0,0,0,0,0,1,2,0,899.266927006331,2,4,1,False,False,True,False,False,0,NONE
T00221f71ee,U01404,2026-01-02 02:44:25,15500.97,0.0,1.574074882687986,1,512,256,0,0,0,0,0,0,0,0,2,0,54.46507825334846,2,4,1,True,False,False,False,False,0,NONE
Tc51af751a8,U01244,2026-01-02 03:06:36,2225.64,0.0,0.45116641124814516,1,107,315,0,0,0,0,0,0,0,0,5,0,927.6317188966824,3,4,1,False,True,False,False,False,0,NONE
